"id","time_observed_at","observed_on","user_name","quality_grade","coordinates_obscured","image_url","positional_accuracy","positioning_method","positioning_device","scientific_name","common_name","captive","taxon_id","taxon_rank","latitude","longitude","phylum","kingdom","class","order","infraorder","superfamily","family","subfamily","genus","nameStatus","Taxon.name","Kingdom","Phylum","Class","Order","Infraorder","Superfamily","Subfamily","Family","Genus","Common.name","Taxon.rank"
3434639,"2016-05-16T20:38:10-07:00","2016-05-16","KK","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/3979619/square.jpg",NA,NA,NA,"Homo sapiens","Human","false",43584,"species",48.87257,-123.388595,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
3701127,"2016-07-18T09:39:00-07:00","2016-07-18","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4295733/square.jpeg",61,NA,NA,"Homo sapiens","Human","false",43584,"species",48.8984399088,-123.4078145027,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
3701135,"2016-07-18T10:12:00-07:00","2016-07-18","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4295781/square.jpeg",140,NA,NA,"Homo sapiens","Human","false",43584,"species",48.8968176715,-123.4097778797,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
3767152,"2016-07-26","2016-07-26","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4390020/square.jpeg",168,NA,NA,"Homo sapiens","Human","false",43584,"species",48.885071,-123.367839,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
6216768,"2017-04-28T17:18:00-07:00","2017-04-28","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/7808936/square.jpeg",192,NA,NA,"Homo sapiens","Human","false",43584,"species",48.8680459556,-123.3769798279,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
6411172,"2017-05-27T08:48:00-07:00","2017-05-27","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/8088350/square.jpeg",431,NA,NA,"Homo sapiens","Human","false",43584,"species",48.9431928821,-123.4841394424,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
6425113,"2017-05-19T17:05:00-07:00","2017-05-19","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/8107290/square.jpeg",79,NA,NA,"Homo sapiens","Human","false",43584,"species",48.8680741851,-123.386721611,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
15845274,"2018-08-14","2018-08-14","Andrew Simon","needs_id","true","https://inaturalist-open-data.s3.amazonaws.com/photos/23690822/square.png",87,NA,NA,"Eptesicus fuscus","Big Brown Bat","false",40509,"species",48.893525,-123.346638,"Chordata","Animalia","Mammalia","Chiroptera",NA,"Vespertilionoidea","Vespertilionidae","Vespertilioninae","Eptesicus","accepted","Eptesicus fuscus","Animalia","Chordata","Mammalia","Chiroptera",NA,"Vespertilionoidea","Vespertilioninae","Vespertilionidae","Eptesicus","Big Brown Bat","species"
67834416,"2021-01-09T15:46:00-08:00","2021-01-09","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/109698103/square.jpeg",15,NA,NA,"Homo sapiens","Human","false",43584,"species",48.967301914,-123.5564416396,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
73718013,"2021-04-11T16:44:00-07:00","2021-04-11","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/120387175/square.jpeg",28,NA,NA,"Homo sapiens","Human","false",43584,"species",48.9770749158,-123.5677133627,"Chordata","Animalia","Mammalia","Primates","Simiiformes","Hominoidea","Hominidae","Homininae","Homo","accepted","Homo sapiens","Animalia","Chordata","Mammalia","Primates","Simiiformes","Hominoidea","Homininae","Hominidae","Homo","Human","species"
